word	count	n_docs
me-ri-du	1	1
pu-sa-ra	1	1
da-ma-o-te	1	1
ko-te-u	1	1
pi-sa-wa-ta	1	1
wo-si-jo-ne	1	1
te-o-po-ri-ja	1	1
ka-te-u	1	1
di-ra-qo	1	1
i-ke-se-ra	1	1
e-ki-no	1	1
a-ko-ro-qo-ro	1	1
e-ne-ke-se-u	1	1
o-ku-no	1	1
po-i-te-u	1	1
ki-mu-ko	1	1
ri-sa-ta	1	1
qa-i-po	1	1
a3-ku-pi-ti-jo	1	1
a-du-ru-po-to	1	1
te-to	1	1
ka-ta-wo	1	1
a-qi-ro	1	1
e-qa-ro	1	1
no-ta-na	1	1
ta-ra-to-no	1	1
a3-ke-ta	1	1
qi-ja-to	1	1
du-ri	1	1
sa-ma-ri-jo	1	1
da-to-ja-ro	1	1
wi-jo-ka-de	1	1
a-re-ke-se-u	1	1
a-wo-ti-jo	1	1
a-ni-ja-to	1	1
du-ta-so	1	1
a-qe-mo	1	1
e-ro-u-ta	1	1
wi-je-so	1	1
da-i-qo-ta	1	1
au-ta2	1	1
ku-ru-me-ni-jo	1	1
o-we-to	1	1
i-mi-ri-jo	1	1
du-ro	1	1
a-ke-e-to	1	1
pa-u-ro	1	1
pa-ja-so	1	1
o-ne-u	1	1
da-wi	1	1
mo-re	1	1
o-wi-ro	1	1
da-ra-mu-ro	1	1
de-a-ta	1	1
a-ze-o	1	1
sa-nu-we-ta	1	1
ka-pte	1	1
da-i-ta-ra-ro	1	1
pu-nu-so	1	1
qa-ra2-ti-jo	1	1
ko-ku	1	1
ra-wi-zo	1	1
ki-ri-ne-to	1	1
ra-o-no	1	1
me-ri-wa-ta	1	1
sa-ze-ro	1	1
qi-si-ta	1	1
wi-je-mo	1	1
se-wo-to	1	1
a-ti-ro	1	1
ka-ma-to	1	1
si-ni-to	1	1
wi-su-ro	1	1
ka-wa-ro	1	1
mo-ni-ko	1	1
sa-sa-jo	1	1
qi-zo	1	1
mi-ta-qo	1	1
ka-mo-ni-jo	1	1
ma-ra-pi-jo	1	1
qa-da-so	1	1
ru-ki-so	1	1
ra-u-ra-ta	1	1
ja-ti-ri	1	1
de-ni-mo	1	1
na-ru	1	1
wi-jo-qo-ta	1	1
ku-ke-so	1	1
su-ru-so	1	1
ku-mo-no-so	1	1
po-i-ti-jo	1	1
da-i-ze-to	1	1
su-ta-no	1	1
a-no-qo	1	1
da-na-jo	1	1
ki-mu-ku	1	1
mu-da	1	1
ku-ka-no	1	1
te-mi-ro	1	1
si-ki-to	1	1
ra-ro	1	1
ra-to-jo	1	1
ta-pe-ro	1	1
a-ri-ko	1	1
e-ra-to	1	1
qe-ri	1	1
se-me-tu-ro	1	1
e-wa-ra-jo	1	1
tu-ma-da-ro	1	1
o-to-ro-qa	1	1
pa-ra-to	1	1
ma-ta-u-ro	1	1
e-me-si-jo	1	1
mo-qo-so	1	1
mi-ni-to	1	1
ti-ri-jo-ko-so	1	1
ti-ri-ti-ja	1	1
e-u-me-ta	1	1
e-u-mo	1	1
ku-ke-to	1	1
ku-ne-u	1	1
se-do	1	1
se-u	1	1
wi-da-ka-so	1	1
su-ma-no	1	1
ri-ja-ta	1	1
ri-di-ne-to	1	1
ri-ma-zo	1	1
ja-ra-to	1	1
ke-me-u	1	1
si-jo-jo	1	1
me-ki-ti	1	1
ma-no-we	1	1
ki-ki-jo	1	1
ki-sa	1	1
ru-ma-no	1	1
wa-du-ka-sa-ro	1	1
ka-jo	1	1
ra-ne-to	1	1
a-ze-ta	1	1
a-na-ki-ti	1	1
ki-sa-nu-mo	1	1
i-ke-ke-ra	1	1
di-ki-nu-wo	1	1
di-de-ro	1	1
di-za	1	1
na-wi-ro	1	1
o-ki-ro	1	1
qi-nwa-so	1	1
ra-wa-ke-ja	1	1
a-nu-wi-ko	1	1
a-ra-da-jo	1	1
pi-ja-si-ro	1	1
po-to	1	1
si-pu2	1	1
qa-me-si-jo	1	1
mi-ja-ra-ro	1	1
pi-ri-no	1	1
qa-to-no-ro	1	1
pe-te-ki-ja	1	1
ko-ni-da-jo	1	1
i-te-u	1	1
a-ta-ze-u	1	1
a-ra-na-ro	1	1
si-ja-pu2-ro	1	1
su-ki-ri-to	1	1
ne-o-ta	1	1
a-ti-jo	1	1
sa-pi-ti-nu-wo	1	1
a-qa-to	1	1
qa-nu-wa-so	1	1
wi-ro	1	1
su-mi	1	1
i-wa-ko	1	1
a-pi-wa-to	1	1
pi-ja-se-me	1	1
su-ke-re-o	1	1
ku-to	1	1
sa-u-ri-jo	1	1
a-pi-ra-wo	1	1
wi-ra-ne-to	1	1
wa-ru-wo-qo	1	1
re-qo-me-no	1	1
a-di-nwa-ta	1	1
qi-qe-ro	1	1
wi-du	1	1
ku-ra-no	1	1
ku-pa-nu-we-to	1	1
to-ro-no-wo-ko	1	1
po-to-ri-jo	1	1
pe-we-ri-jo	1	1
i-we-ro	1	1
ne-o-to	1	1
pa-ja-ro	1	1
ki-ke-ro	1	1
i-to	1	1
wo-i-ko-de	1	1
ki-ma-ta	1	1
da-ko-so	1	1
si-za	1	1
si-ja-ma	1	1
a-ma-no	1	1
te-ro-ri-jo	1	1
pu2-to	1	1
me-ta-no-re	1	1
mi-ni-so	1	1
sa-ka-ri-jo	1	1
a-tu-qo-te-ra-to	1	1
pi-ro-i-ta	1	1
di-wa-jo	1	1
ma-no-ne	1	1
ki-si-wo	1	1
ku-ta-ti	1	1
a-mi-to-no	1	1
pi-ri-te	1	1
da-zo	1	1
o-wa-si-jo	1	1
ka-te-ri-ja	1	1
je-ne	1	1
mi-ja-ro	1	1
wa-wa-ka	1	1
ta-su	1	1
ko-re-wo	1	1
ru-sa-ma	1	1
qe-pa-ta-no	1	1
ru-nu	1	1
po-ni-ke-ja	1	1
me-na-qe	1	1
ma-ri-jo	1	1
au-a3-ta	1	1
a-ra-ko-qe	1	1
te-mi	1	1
ti-ro	1	1
ta-na-to	1	1
no-du	1	1
a-ko-we-i-ja	1	1
qe-ri-jo	1	1
pi-za-ra	1	1
u-ta	1	1
qa-ra-o	1	1
sa-so	1	1
ra-i	1	1
de-we-ra	1	1
ru-wo-i-ko	1	1
we-a	1	1
a-ra-ro-mo-te-me-no	1	1
a-u-qe	1	1
a-re-ta-to	1	1
au-ro	1	1
mi-to-we-sa-e	1	1
po-ni-ja-ja	1	1
ka-ke-ja-pi	1	1
a-ja-me	1	1
a-na-i-ta	1	1
a-na-ta	1	1
pe-qa-to	1	1
a-ro-mo-te-me-na	1	1
me-ta-ke-ku-me-na	1	1
wo-zo-me-no	1	1
o-da-ku-we-ta	1	1
a-ro2-jo	1	1
wo-zo-me-na	1	1
a-mo-te	1	1
wa-ra-wi-ta	1	1
e-ko	1	1
o-pe-te-we	1	1
ke-ra-i-ja-pi	1	1
wo-ra-e	1	1
ka-za	1	1
u-qa-mo	1	1
qe-wa-ra	1	1
ka-ma-so	1	1
ja-qo	1	1
a-na-mo-ta	1	1
ri-mi-jo	1	1
jo-a-mi-ni-so-de	1	1
ku-pe-se-ro	1	1
ne-ri-wa-to	1	1
pu-ru	1	1
e-ri-sa-ta	1	1
me-wo-ni-jo	1	1
a3-ki-si-jo	1	1
ta-u-po-no	1	1
pu-re-wa	1	1
ka-u-ja	1	1
de-u-ke-ro	1	1
a3-ki-po	1	1
pi-ri-sa-ta	1	1
se-ri-na-ta	1	1
pa-ke-ta	1	1
a-wi-to-do-to	1	1
da-so	1	1
a-na-ka	1	1
qa-ka-na-pi	1	1
e-ro-pa-ke-u	1	1
ko-ki	1	1
ra-wo-po-qo	1	1
pa-pu	1	1
ki-ri-ta-i	1	1
ka-da-i-so	1	1
ka-ra-i-no	1	1
di-pa-te	1	1
wi-pi-o	1	1
pe-ne-we-te	1	1
do-wa	1	1
a-ra	1	1
su-se	1	1
wi-ra-ne	1	1
po-ka-ro	1	1
ku-jo	1	1
ku-i-so	1	1
pi-ki-nu-wo	1	1
ta-za	1	1
a-da-ra-ro	1	1
wi-ro-jo	1	1
ru-ta2	1	1
ri-ro	1	1
nwa	1	1
u-ro2	1	1
wa-po	1	1
a-pu-do	1	1
u-ne	1	1
za-we-te	1	1
ko-ki-de-jo	1	1
to-de	1	1
su-ko-ne	1	1
wa-u-so	1	1
ku-ru-me-ne-jo	1	1
a-ka-ta-ra-te-so-de	1	1
me-ra-de	1	1
ne-wo-jo	1	1
ku-ru-ka	1	1
te-ja-ro	1	1
ka-na-po	1	1
qa-na	1	1
we-ke-se	1	1
ja-mi-nu	1	1
a-re-te-re-u	1	1
we-to-ro	1	1
ki-so	1	1
wa-te	1	1
pa-we	1	1
ko-ko	1	1
si-pa-ta-do	1	1
qo-te-jo	1	1
si-ri-pi-jo	1	1
me-na-wa-te	1	1
wa-no-qe	1	1
ka-da-i-to	1	1
ki-zo	1	1
o-ri-mo	1	1
pu-zo	1	1
pi-ja-mu-nu	1	1
ni-ta	1	1
o-sa-po-to	1	1
ka-pa-jo	1	1
ko-no-so-de	1	1
wi-du-ru-ta	1	1
sa-na-so	1	1
po-ko-me	1	1
su-po	1	1
ro-we	1	1
se-me-ni	1	1
ka-ma-jo	1	1
o-da-ra-o	1	1
po-ru-o	1	1
ma-jo	1	1
me-tu	1	1
su-ri-jo	1	1
ru-ka	1	1
je-wa	1	1
ko-pu-ra	1	1
na-ro	1	1
ra-zo	1	1
u-jo	1	1
ra-ze	1	1
no-sa-ro	1	1
a3-to	1	1
o-re-i	1	1
ke-ti-ra-wo	1	1
ka-ma-o	1	1
a-ki-ri-ja	1	1
no-qe	1	1
a-ko-ro-we-i	1	1
ko-ta-o	1	1
ti-za	1	1
ta-ja-no	1	1
u-ka	1	1
ra-je-we	1	1
te-ro	1	1
ra-qa-ra	1	1
te-nu	1	1
ru-po	1	1
e-re-pa-ta	1	1
u-su	1	1
ta-qa-ra-ti	1	1
pa-ke-we	1	1
ki-to-ni-ja	1	1
ka-na-a-po	1	1
me-ja	1	1
pi-po-to	1	1
i-wi-ro	1	1
ki-do-ro	1	1
to-ro-wa-ko	1	1
a-na-pe-we	1	1
o-ki	1	1
de-a	1	1
di-pi-ja	1	1
te-ra2	1	1
e-na-i	1	1
qa-ta2	1	1
a3-wa-ta	1	1
a-di-ri-jo	1	1
a-re-i	1	1
pa-ra-ne	1	1
a-qi-ta	1	1
di-ki-mo	1	1
ku-ko-wi-ra	1	1
re-wo	1	1
wo-tu	1	1
ku-re	1	1
a-pa-ta-wa-ja	1	1
tu-ma-i	1	1
ru-da-to	1	1
ru-wa-ni-jo	1	1
re-ki-si	1	1
me-te	1	1
po-ti-ni-ja-we-i-jo	1	1
pu-ta-ta	1	1
ta-qa-ra	1	1
a-ne	1	1
na-ni	1	1
wi-pe-wa	1	1
ku-pa	1	1
du-wo-pe	1	1
ra-ki-si	1	1
u-a	1	1
ki-si	1	1
ra-tu	1	1
nu-a	1	1
me-re-ja	1	1
te-ta	1	1
nwa-re	1	1
u-te	1	1
to-te	1	1
si-ni-ja	1	1
e-ta	1	1
pi-ra2-mo	1	1
pi-ja	1	1
re-si-jo	1	1
ra-ri-jo	1	1
ka-ri-pi-jo	1	1
ta-wo	1	1
we-wa-ta	1	1
i-ta	1	1
ke-nu	1	1
re-wa	1	1
pte	1	1
no-da	1	1
to-ra	1	1
o-pi-ko-ru-si-ja	1	1
su-ra	1	1
ra-wi	1	1
ku-we-jo	1	1
e-pi-ke-to	1	1
do-ri	1	1
ja-na-ti	1	1
se-te-jo	1	1
su-ti-jo	1	1
ka-ta2	1	1
ku-ku-mo	1	1
me-ri-wo	1	1
si-ki-ro	1	1
te-re-u	1	1
ko-pu	1	1
e-te-wa-o	1	1
e-wo	1	1
ka-de	1	1
no-ro	1	1
qe-u	1	1
ki-ri-ta-de	1	1
ke-ni-qa	1	1
a-sa-mi-to	1	1
na-ki-zo	1	1
pa-wo	1	1
pe-ro	1	1
e-u-ko	1	1
ka-re	1	1
wa-ko	1	1
we-si-jo-jo	1	1
wa-jo	1	1
se-to	1	1
ku-wa-ta	1	1
ni-mo	1	1
te-ja	1	1
ri-wa	1	1
e-wa	1	1
ka-di-ja	1	1
di-jo	1	1
we-e	1	1
e-se	1	1
pu-ko	1	1
pa-na	1	1
wa-no	1	1
e-wi-ri-pi-ja	1	1
ze-pu2-ra3	1	1
ki-ma-ra	1	1
e-pi-ko-o	1	1
e-pi-jo-ta-na	1	1
no-ri-wo-ko	1	1
o-ti-ri-ja	1	1
ku-te-ra3	1	1
ki-si-wi-ja	1	1
pi-we-re	1	1
ra-mi-ni-ja	1	1
o-nu-ke-ja	1	1
a-pu-ko-wo-ko	1	1
ra-qi-ti-ra2	1	1
mi-ra-ti-ra	1	1
o-ti-ra2	1	1
ra-pi-ti-ra2	1	1
me-ki-to-ki-ri-ta	1	1
pe-ki-ti-ra2	1	1
me-re-ti-ra2	1	1
pe-ti-ni-jo	1	1
te-mi-ti-jo	1	1
we-we-si-je-ja-o	1	1
ne-we-wi-ja-o	1	1
a-ra-te-ja-o	1	1
o-ti-ra2-o	1	1
ra-u-ra-ti-jo	1	1
ze-pu2-ra-o	1	1
ra-qi-ti-ra2-o	1	1
ki-ma-ra-o	1	1
no-ri-wo-ko-jo	1	1
ka-ru-ti-je-ja-o-qe	1	1
e-pi-ko-e	1	1
a-ra-ka-te-ja-o	1	1
ka-pa-ra2-do	1	1
ko-ro-ki-ja-o	1	1
ki-ni-di-ja-o	1	1
a-pu-ne-we	1	1
e-re-ta-o	1	1
ti-nwa-ti-ja-o	1	1
i-te-ja-o	1	1
ka-wo-ta-ra	1	1
e-ke-ro-qo-no-qe	1	1
pa-wo-ko-qe	1	1
pe-ki-ti-ra2-o	1	1
qe-ro-me-no	1	1
ko-ri-to	1	1
te-pe-ja-o	1	1
ku-so-no	1	1
ma-ta-wo	1	1
a-ti-ri-ja	1	1
ko-ro-ja-ta	1	1
ka-ra-wi-po-ro-jo	1	1
o-ro-me-no	1	1
ta-ra-ma-o	1	1
wi-ja-da-ra	1	1
su-ra-te	1	1
i-je-ro-jo	1	1
ku-ru-so-jo	1	1
ko-to-ne-we	1	1
pe-re-u-ro-na-de	1	1
e-ta-je-u	1	1
wi-do-wo-i-jo	1	1
to-ro-wi-ka	1	1
po-ru-to	1	1
o-tu	1	1
sa-ni-jo	1	1
a-se-e	1	1
te-re-ne-we	1	1
i-na-ne	1	1
e-pi-ja-ta	1	1
e-re-u-ta	1	1
a-ma-to-wo	1	1
sa-ri	1	1
pi-wa-to	1	1
de-me-o-te	1	1
me-te-to-de	1	1
sa-ma-ra-de	1	1
a-ta-ro	1	1
o-za-mi	1	1
me-ri-da-ma-te	1	1
po-ru-da-ma-te	1	1
e-ni-ja-u-si-jo	1	1
a-ta	1	1
ke-re-te	1	1
ti-ki-jo	1	1
a-ta-ro-we	1	1
pu-ro-jo	1	1
ri-na-ko-ro	1	1
ka-nu-ta-jo	1	1
a-so-na	1	1
ka-ke-u-si	1	1
we-ro-ta	1	1
pe-re-ku-ta	1	1
ki-jo-qe-u	1	1
mi-to-no	1	1
da-ka-sa-na-ta	1	1
ma-ta-i	1	1
ta-ra-ke-wi	1	1
a-no-ke-wa	1	1
ko-ro-su-ka	1	1
a-ta-wo	1	1
me-to-qe-u	1	1
ki-du-ro	1	1
qa-ra2	1	1
a-ro-po	1	1
pi-ri-je-te-re	1	1
a-de-te-re	1	1
ke-ra-me-we	1	1
re-ka-ta-ne	1	1
wa-a2-te-we	1	1
a-nu-wa	1	1
ku-ru-so-wo-ko	1	1
to-ko-so-wo-ko	1	1
so-ro-pe-o	1	1
ka-ro-ke-e	1	1
ra-ni-jo-ne	1	1
ka-si-da	1	1
ko-ri-si-jo	1	1
ta-te-re	1	1
o-pe-re-ta	1	1
a-ke-ti-jo	1	1
do-ro-me-u	1	1
te-wa-ko-no	1	1
mi-ko-no	1	1
ta-nu-ko	1	1
to-ke-u	1	1
da-na-ko	1	1
re-a-mo	1	1
se-wo-te	1	1
ke-tu-wo-e	1	1
a3-nu-me-no	1	1
a2-e-ta	1	1
a-ra-i-jo	1	1
wa-ne-u	1	1
ke-ro-si	1	1
a-pi-qo-ta-o	1	1
si-to-ko-wo	1	1
u-pa-ra-ki-ri-ja	1	1
ki-ri-se-we	1	1
we-re-ka-ra-ta	1	1
ka-wa-ti-ro	1	1
wi-ri-wo	1	1
te-pe-u	1	1
a-wa-ta	1	1
ke-ra-ti-jo-jo	1	1
na-so	1	1
wa-ni-jo	1	1
qe-re	1	1
tu-si-jo	1	1
to-ro-o	1	1
ka-da-si-jo	1	1
zo-wo	1	1
ki-ri-ja-i-jo	1	1
wa-tu-wa-o-ko	1	1
a2-ra-tu-wa	1	1
ke-wo-no-jo	1	1
tu-si-je-u	1	1
a2-te-po	1	1
o-ru-ma-si-ja-jo	1	1
ro-u-ko	1	1
e-qe-ta-i	1	1
e-e-to	1	1
te-re-te-we	1	1
e-wi-ri-po	1	1
po-si-ke-te-re	1	1
wi-nu-ri-jo	1	1
ma-ra-ne-nu-we	1	1
e-ke-ra2-wo-no	1	1
ko-ni-jo	1	1
me-ta-ki-ti-ta	1	1
we-re-ka-ra	1	1
a-wa-si-ja	1	1
a3-ki	1	1
o-pi-ke-ri-jo	1	1
e-po-wi-ja	1	1
o-me	1	1
wa-ra-ki-no	1	1
ko-sa-ma-ne	1	1
ku-ru-me-no-jo	1	1
wo-ne-wa	1	1
me-ta-pi-jo	1	1
u-pi-ja-ki-ri-jo	1	1
e-te-wo-ke-re-we	1	1
ta-ti-qo-we-wo	1	1
to-wa	1	1
de-u-ka-ri-jo	1	1
ra-pe-do	1	1
do-qo-ro	1	1
pe-ri-ra-wo	1	1
e-no-wa-ro	1	1
pe-di-je-we	1	1
wa-wo-u-de	1	1
wa-pa-ro-jo	1	1
a2-di-je-u	1	1
a-ki-wo-ni-jo	1	1
wa-ka-ti-ja-ta	1	1
sa-pi-da	1	1
pe-re-qo-ni-jo	1	1
wo-wi-ja	1	1
di-wi-je-u	1	1
du-wo-jo-jo	1	1
a2-ku-ni-jo	1	1
pe-ri-me-de	1	1
po-ra-i	1	1
u-wa-si	1	1
pe-re-u-ro-ni-jo	1	1
o-u-ru-to	1	1
o-pi-a2-ra	1	1
e-pi-ko-wo	1	1
ma-re-wo	1	1
a-pe-ri-ta-wo	1	1
o-re-ta	1	1
ko-ki-jo	1	1
su-we-ro-wi-jo	1	1
o-wi-ti-ni-jo	1	1
ne-da-wa-ta-o	1	1
a-pi-je-ta	1	1
ta-ni-ko	1	1
a2-ru-wo-te	1	1
a3-ta-re-u-si	1	1
e-ra-po	1	1
ri-me-ne	1	1
ke-ki-de-qe	1	1
e-o-te-u	1	1
e-se-re-a2	1	1
a-ke-wa-to	1	1
a2-ka-a2-ki-ri-jo	1	1
ne-do-wo-ta-de	1	1
a-ri-qo	1	1
ra-wa-ra-ta	1	1
e-pa-re	1	1
a-re-sa-ni-e	1	1
o-pi-ke-ri-jo-de	1	1
o-pe-ro-ta	1	1
e-ke-ra2-wo-ne	1	1
a2-ri-e	1	1
ta-ti-qo-we-u	1	1
ki-e-u	1	1
a-ri-ja-to	1	1
o-ro-ti-jo	1	1
di-qo	1	1
e-nwa-ri-jo	1	1
qo-te	1	1
ru-ki-ja	1	1
a-ko-wo	1	1
ma-ra-ti-sa	1	1
e-so	1	1
ko-re-te-ri-jo	1	1
ro-ro-ni-ja	1	1
a2-ki-ja	1	1
i-qe-ja	1	1
o-pi-e-de-i	1	1
re-u-si-wo-qe	1	1
ta-ni-ko-qe	1	1
e-we-za-no	1	1
re-si-wo	1	1
a-qi-ja-i	1	1
a-mo-si	1	1
ki-u-ro-i	1	1
po-qe-wi-ja-i	1	1
do-ka-ma-i	1	1
pe-ri-mo	1	1
pe-ri-me-de-o	1	1
po-so-ri-jo-no	1	1
te-ra-ni-ja	1	1
e-qe-o	1	1
e-ta-wo-ne-u	1	1
a-qi-zo-we	1	1
e-te-wo-ke-re-we-i-jo	1	1
me-wi	1	1
ki-e-wo	1	1
a-na-ke-e	1	1
da-i-ja-ke-re-u	1	1
e-ke-jo-to	1	1
a-ko-to-no	1	1
ka-re-u	1	1
e-ko-me-na-ta-o	1	1
me-ta	1	1
a-pu-ka	1	1
qo-te-wo	1	1
a-ke-re	1	1
ka-ra-su-no	1	1
jo-i-je-si	1	1
qo-o	1	1
a2-ra-tu-a	1	1
i-wa-si-jo-ta	1	1
o-ru-ma-to	1	1
a2-ka-a2-ki-ri-ja-jo	1	1
u-ru-pi-ja-jo-jo	1	1
qe-re-me-ti-re	1	1
ta-to	1	1
ti-ri-jo	1	1
tu-ti-je-u	1	1
e-ri-to-ti-no	1	1
ne-me-ta-wo	1	1
wo-tu-wa-ne	1	1
e-ke-si-jo	1	1
ma-ta	1	1
ke-ro-we	1	1
si-jo-wo-te	1	1
o-qe	1	1
e-ra-se	1	1
ne-ti-ja-no-re	1	1
po-so-pe-re-i	1	1
po-ru-qo-ta	1	1
ma-te-we	1	1
ro-ko	1	1
ka-da-ro	1	1
tu-ri-ta	1	1
re-pe-u-ri-jo	1	1
e-wi-te-we	1	1
ko-so-ne	1	1
e-ko-to-ri-jo	1	1
de-mo-qe	1	1
do-ro-jo-jo	1	1
o-qe-qa	1	1
pa-na-pi	1	1
e-ne-ti-jo	1	1
ka-ra-wa-ni-ta	1	1
po-ma-ko	1	1
pi-me-ta	1	1
ne-ri-to	1	1
po-ro-u-te-we	1	1
ra-pa-sa-ko	1	1
po-ke-we	1	1
a-ri-wo-ne	1	1
a-we-ke-se-we	1	1
a-ta-ma-ne-we	1	1
do-qo-no	1	1
wo-ki-to	1	1
me-te-we	1	1
o-ki-ri-so	1	1
ko-ru-ta-ta	1	1
i-sa-na-o-ti	1	1
ra-ke-u	1	1
re-ta-mo	1	1
wa-da-ko	1	1
si-no-u-ro	1	1
o-ki-ra	1	1
o-ti-na-wo	1	1
a-pa-re-u-pi	1	1
ke-se-nu-wo	1	1
au-to-a2-ta	1	1
ko-wa-to	1	1
da-to-re-u	1	1
wo-ki-ro	1	1
ke-zo	1	1
po-ri-ko	1	1
pu-za-ko	1	1
we-u-da-ne-we	1	1
a-ko-ro-we-e	1	1
a-mi-nu-wa-ta	1	1
o-ko	1	1
e-qa	1	1
e-wi-te-u	1	1
a-ke-re-u	1	1
wo-to	1	1
ka-pe-se-wa-o	1	1
no-wo	1	1
re-ro	1	1
pe-se-to	1	1
o-pe-qa	1	1
ne-de-we-e	1	1
u-de-wi-ne	1	1
ma-to-ro-pu-ro	1	1
i-pi	1	1
a2-ne-u-te	1	1
ru-we-ta	1	1
ke-ro-u-te-u	1	1
mi-ka-ri-jo	1	1
ka-wi-ta	1	1
o-pe-se-to	1	1
a-no-ze-we	1	1
jo-a-se-so-si	1	1
si-a2-ro	1	1
e-ra-te-i	1	1
a-ko-te-u	1	1
ku-ka-ra-so	1	1
pu-ma-ra-ko	1	1
qe-re-wa-o	1	1
to-ro-wi-ko	1	1
ke-ro-wo-jo	1	1
o-ka-ri-jo	1	1
a-ta-ma-ne-u	1	1
qi-ri-ta-ko	1	1
po-ro-qa-ta-jo	1	1
to-ru-ko-ro	1	1
ta-ta-ke-u	1	1
tu-ro	1	1
to-si-ta	1	1
me-ta-no	1	1
a-so-ta-o	1	1
e-te-we	1	1
e-do-mo-ne-we	1	1
ni-pi	1	1
wa-e-ro	1	1
o-pi-ra-i-ja	1	1
te-re-do	1	1
na-ma-ru-ko	1	1
ke-ra-me-u	1	1
da-u-da-ro	1	1
pe-re-ke-u	1	1
mu-ti-ri-ko	1	1
a2-ra-ka-wo	1	1
ke-re-ta-o	1	1
a-sa-ma-o	1	1
mo-ri-wo	1	1
ma-ni-ko	1	1
ne-wi	1	1
a3-se-we	1	1
ne-se-e-we	1	1
na-pe-re-wa	1	1
na-wo	1	1
wi-ri-ja-no	1	1
ka-ra-do-wa-ta	1	1
i-qo-jo	1	1
di-wo-nu-so-jo	1	1
wa-tu-o-ko	1	1
ra-i-ka	1	1
u-me-ta-qe	1	1
e-ke-na-to	1	1
te-i-jo	1	1
e-ri-qi-jo	1	1
sa-ke-re-wo	1	1
i-je-re-wo	1	1
o-ko-me-ne-u	1	1
qo-u-ko-ro-jo	1	1
po-me-no	1	1
ku-ru-no-jo	1	1
ra-wo-do-ko	1	1
da-mi-jo	1	1
a-no-qa-si-ja	1	1
ka-ra-pi	1	1
di-ra-po-ro	1	1
o-to	1	1
i-ma-di-ja	1	1
su-qo-ta	1	1
ru-ko-ro-jo	1	1
ko-to-na-no-no	1	1
de-u	1	1
du-wo-u-pi-de	1	1
au-to-jo	1	1
ko-to-no-ko	1	1
ko-to-no-o-ko-de	1	1
o-pe-ro-sa-de	1	1
wo-zo-e	1	1
o-wo-ze	1	1
mu-to-wo-ti	1	1
pi-ke-re-u	1	1
do-e	1	1
ke-me-na	1	1
sa-sa-wo	1	1
to-e	1	1
te-ra-pi-ke	1	1
mu-ti	1	1
wo-zo	1	1
qe-ri-ta	1	1
e-ni-to-wo	1	1
e-qe-ta-qe	1	1
we-te-re-u-qe	1	1
ko-to-ne-ta	1	1
e-ke-si	1	1
ti-qa-jo-jo	1	1
ki-ti-me	1	1
pi-ri-ta-wo-no	1	1
pa-ki-ja-ni-ja	1	1
da-ma-te	1	1
e-ne-e-si	1	1
a-ma-ru-ta-o	1	1
so-u-ro	1	1
o-to-te-re	1	1
te-o-na	1	1
a-ka-ta-jo-jo	1	1
ka-na-pe-wo	1	1
ko-to-no	1	1
a-da-ma-jo	1	1
ke-ra-me-wo	1	1
pe-re-qo-ta-o	1	1
pa-da-je-wo	1	1
re-ka	1	1
mu-ti-ri	1	1
ka-wa-do-ro	1	1
pi-ro-na	1	1
e-ri-qi-ja	1	1
i-na	1	1
me-re-u	1	1
o-pe-ro-qe	1	1
i-je-ro-wo-ko	1	1
to-me	1	1
si-ri-jo	1	1
ra-ke	1	1
pa-de-we-u	1	1
we-ra-jo	1	1
ko-pi-na	1	1
o-pe-to-re-u	1	1
da-mo-de-mi	1	1
pa-si	1	1
o-pe-ro-sa	1	1
wo-ze-e	1	1
o-u-wo-ze	1	1
to-ro-ja	1	1
o-re-a2	1	1
pu-ko-wo	1	1
a-de-te	1	1
a-ta-wo-ne-jo	1	1
po-ro-te-u	1	1
re-pi-ri-jo	1	1
a-de-me-we	1	1
i-ja-te	1	1
to-ro-qe-jo-me-no	1	1
a-ro-u-ra	1	1
a2-ri-sa	1	1
e-ri-no-wo-to	1	1
ko-tu-wo	1	1
po-ti-ni-ja-we-jo-jo	1	1
o-te-pe-o-jo	1	1
te-re-ta-o	1	1
e-re-mo	1	1
ke-ra2	1	1
