word	count	n_docs
ti-me-no	1	1
sa-ra-pe-do	1	1
pu2-te-me-no	1	1
we-je	1	1
ko-pe-re-wo	1	1
a-re-ku-tu-ru-wo-no	1	1
ki-ri-ti-jo-jo	1	1
a-te-mi-to	1	1
wo-ro-ti-ja-o	1	1
ru-ko-wo-ro	1	1
pi-ro-te-ko-to	1	1
po-se-da-o	1	1
wo-ro-ti-ja	1	1
pi-ri-e-te-re	1	1
pa-te-ko-to	1	1
o-pi-me-ne	1	1
pi-ri-e-te-si	1	1
ta-re-wa	1	1
tu-wa-si	1	1
a-ta-no-ro	1	1
me-za-ne	1	1
me-ri-du-te	1	1
po-ro-du-ma-te	1	1
i-za-a-to-mo-i	1	1
a3-pu-ke-ne-ja	1	1
a-ki-re-we	1	1
ti-ni-ja-ta	1	1
to-sa-no	1	1
ne-e-ra-wo	1	1
a-e-se-wa	1	1
ka-ra-so-mo	1	1
wa-di-re-we	1	1
i-po-po-qo-i-qe	1	1
te-ra-wo-ne	1	1
to-wa-no-re	1	1
e-to-wo-ko-i	1	1
a-pi-te-ja	1	1
po-si-da-i-jo-de	1	1
de-do-wa-re-we	1	1
u-po-jo-po-ti-ni-ja	1	1
o-pi-tu-ra-jo	1	1
a-ma-tu-na	1	1
te-qi-ri-jo-ne	1	1
u-do-no-o-i	1	1
po-te-re-we	1	1
i-so-e-ko	1	1
po-si-da-i-je-u-si	1	1
a-ro-ja	1	1
e-ti-me-de-i	1	1
mo-ke-re-we-i	1	1
a-ka-ma-jo	1	1
ke-we	1	1
de-ra-wo	1	1
ne-qa-sa-ta	1	1
i-ja-me-i	1	1
pa-ra-ke-se-we	1	1
pi-ja-ma-so	1	1
wo-ni	1	1
re-wa-o	1	1
po-no-qa-ta	1	1
ke-ro-u-te	1	1
o-qa-wo-ni	1	1
te-pi-ja-qe	1	1
to-qi-da-so	1	1
ke-me-ri-jo	1	1
i-qe	1	1
do-ri-je-we	1	1
mi-ka	1	1
pa-u-ta	1	1
re-ke-to-ro-te-ri-jo	1	1
a-pe-do-ke	1	1
e-u-me-de-i	1	1
i-pe-se-wa	1	1
a-e-ti-to	1	1
me-tu-wo	1	1
ma-te-re	1	1
ku-pa-ro-we	1	1
a-pi-qo-ro-i	1	1
a-si-wi-ja	1	1
wa-na-se-wi-jo	1	1
sa-pe-ra	1	1
pa-ki-ja-ni-jo-i	1	1
re-ke-e-to-ro-te-ri-jo	1	1
di-pi-si-je-wi-jo	1	1
wa-no-so-i	1	1
to-no-e-ke-te-ri-jo	1	1
ti-no-de	1	1
wo-do-we-qe	1	1
pa-ki-ja-ni-jo-jo	1	1
we-a2-no-i	1	1
di-wi-jo-de	1	1
ke-se-ni-wi-jo	1	1
wa-na	1	1
pa-ki-ja-ni-jo	1	1
di-pi-si-jo	1	1
me-ki-to-de	1	1
nu-wi-jo	1	1
e-qo-me-ne	1	1
ka-ra-te-mi-de	1	1
o-ro-ke-we	1	1
ki-jo-ne-u-si	1	1
da-ka-ja-pi	1	1
pi-ke-te-i	1	1
i-ka-sa-ja	1	1
to-so-pa	1	1
ka-ra-wi-so	1	1
qe-ta-wo	1	1
ta-mi-je-u	1	1
e-u-ru-wo-ta	1	1
e-u-do-no	1	1
wi-du-wa-ko	1	1
ke-we-to	1	1
pe-ta-ro	1	1
ke-we-to-jo	1	1
i-wa-ka-o	1	1
pa-qo-si-jo-jo	1	1
po-ro-u-te-wo	1	1
tu-ke-ne-u	1	1
o-re-mo-a-ke-re-u	1	1
a-mo-ta-jo	1	1
e-ki-wo	1	1
ka-ka-po	1	1
wi-tu-ta	1	1
ka-ra-wi-ko	1	1
pi-we-ri-ja-ta	1	1
wa-u-do-no	1	1
pi-ta-ke-u	1	1
e-pi-da-to	1	1
pa-pa-jo	1	1
pi-ro-we-ko	1	1
a2-nu-me-no	1	1
ko-so-u-to	1	1
ke-ro	1	1
de-ko-to-jo	1	1
re-u-ko-ro-o-pu2-ru	1	1
a3-ta-ro	1	1
wi-du-wo-i-jo	1	1
a-me-no	1	1
pa-pu-so	1	1
na-wa-to	1	1
a-na-te-u	1	1
a-pe-ke-i-jo	1	1
wi-ja-ni-jo	1	1
ma-na-si-we-ko	1	1
ma-wa-si-jo	1	1
i-ta-ra-jo	1	1
wi-ja-te-wo	1	1
no-e-u	1	1
e-pe-ke-u	1	1
pu-te-u	1	1
ko-ne-wa-ta	1	1
qe-to-ro-no	1	1
a-pe-ke-e	1	1
ko-za-ro	1	1
a-ke-wa-ta	1	1
ko-ta-wo	1	1
da-u-ta-ro	1	1
du-ko-so	1	1
e-u-wa-ko-ro	1	1
wa-ti-ro	1	1
to-sa-no-jo	1	1
a-mu-ta-wo-no	1	1
ko-ro-tu-no	1	1
ra-wo-ke-ta	1	1
o-qa	1	1
po-to-re-ma-ta	1	1
wa-pa-no	1	1
mo-da	1	1
i-pe-ra-ta	1	1
to-ri-jo	1	1
pu-ra-ta	1	1
wi-ti-mi-jo	1	1
pe-re-qo-no-jo	1	1
a3-ki-e-wo	1	1
mi-ka-ri-jo-jo	1	1
pu-ra-ta-o	1	1
e-ni-pa-te-we	1	1
ma-ka-wo	1	1
pi-ro-ne-ta	1	1
wa-ka-ta	1	1
po-ru-e-ro	1	1
po-ti-na-jo	1	1
e-u-wa-re	1	1
o-ke-te-u	1	1
a-me-to	1	1
ta-re-u	1	1
tu-ri-jo	1	1
ta-na-wo	1	1
a-no-me-de	1	1
qi-si-ja-ko	1	1
ka-ri-si-jo	1	1
ko-a2-ta	1	1
ko-do-ro	1	1
te-pe	1	1
e-ka-no	1	1
pe-re-qo-no	1	1
ma-ka-ta	1	1
wi-jo-ro-jo	1	1
wa-tu-ta	1	1
o-wo-ta	1	1
o-ru-we-ro	1	1
ko-ma-do-ro	1	1
po-so-ra-ko	1	1
wa-ti-ko-ro	1	1
e-ru-ta-jo	1	1
e-u-ko-me-no	1	1
di-nu-wa-ta	1	1
wa-du-ri-jo	1	1
o-wi-da	1	1
pa-ra-ke-te-e-we	1	1
ro-wo	1	1
ma-ra-ta	1	1
a-no-ta	1	1
si-ra-ta	1	1
ra-wo-qo-ta	1	1
e-u-we-to	1	1
e-ke-i-ja-ta	1	1
wo-wa-ro	1	1
du-wo-jo	1	1
di-ra-wo-no	1	1
e-u-we-to-ro	1	1
jo-do-so-si	1	1
du-ma-te-qe	1	1
po-ro-ko-re-te-re-qe	1	1
o-pi-su-ko-qe	1	1
na-wi-jo	1	1
pa-ta-jo-i-qe	1	1
e-ke-si-qe	1	1
a3-ka-sa-ma	1	1
e-re-i	1	1
a-ke-te-re	1	1
si-mu-ta	1	1
ra-u-ta	1	1
ma-ri-ta	1	1
pi-ro-ka-te	1	1
me-ra-to	1	1
a-ri-qa	1	1
si-pa-ta-no	1	1
pu-wa-ne	1	1
pu-ke-se-ro	1	1
re-qo-we	1	1
qe-ta-ra-je-u	1	1
du-re-u	1	1
a-pa-je-u	1	1
pa-pa-ra-ko	1	1
ma-ta-ko	1	1
ku-ke-re-u	1	1
wa-ra-ko-no	1	1
qe-re-me-ne-u	1	1
o-pi-ko-wo	1	1
o-pi-su-ko	1	1
qa-te	1	1
ke-ro-te	1	1
we-ke-i-jo	1	1
ke-da-si	1	1
e-pa-ta	1	1
e-pi-ta-jo	1	1
ne-da-wa-ta	1	1
a-pu2-ja	1	1
qo-wo	1	1
e-ra-te-re-wa-o	1	1
po-so-ri-jo	1	1
a-ro-te	1	1
wa-na-ka-to	1	1
pte-we	1	1
pa-ko-wa	1	1
a-ro-ta	1	1
te-ro-a	1	1
a-ro	1	1
pi-ku-e-wi	1	1
pa-wo-ko	1	1
ti-nwa-ti	1	1
mo-ro-ko-wo-wo-pi	1	1
i-na-ma-ta	1	1
do-si-mi-ja	1	1
pe-ru-si-nu	1	1
pe-ra3-qo	1	1
e-ra-te-re-we	1	1
a2-te-ro	1	1
di-do-si	1	1
a-ne-ta-de	1	1
ma-ra-ne-ni-jo	1	1
ke-do-jo-no	1	1
di-wi-jo	1	1
na-me	1	1
a3-ki-po-de	1	1
ka-te	1	1
u-ma	1	1
se-we	1	1
ja-ke-te-re	1	1
me-wi-te-jo	1	1
a-sa-ti-ja	1	1
ko-ro-jo-wo-wi-ja	1	1
e-pi-qo-ra2	1	1
a2-te-we	1	1
ma-ne	1	1
qe-re-me	1	1
ma-ra-ne	1	1
ro-u-si	1	1
o-no-ka-ra	1	1
ma-to-pu-ro	1	1
da-nu-wa-a-ri	1	1
ze-i-ja-ka-ra-na	1	1
e-we-da-si	1	1
u-po-di-jo-no	1	1
e-ri-no-wo	1	1
sa-ma-ri-wa	1	1
ke-u-po-da	1	1
ro-si-ja	1	1
e-u-ta-re-wo	1	1
ma-ra-te-we	1	1
a-pa-ri-ka-na-we-ja	1	1
ta-mi-ta-na	1	1
ku-na-ke-ta-i	1	1
e-re-e-wo	1	1
qo-pi-ja	1	1
na-ka	1	1
do-ro-qo	1	1
so-wo-te	1	1
ke-ke-me-no-jo	1	1
wa-te-u	1	1
wo-no-qe-wa	1	1
to-ro-wa-so	1	1
re-u-te-ra	1	1
pu2-ra2-a-ki-ri-jo	1	1
e-ko-so-no	1	1
po-ru-ko-ro-te-wi-jo	1	1
pa-ri-so	1	1
ki-ti-je-si	1	1
a-sa-pi	1	1
ra-i-pi	1	1
te-se-e	1	1
a3-wi-jo	1	1
ki-ti-to	1	1
qe-re-me-e	1	1
ke-re-ti-wo	1	1
a-pa-ta	1	1
ke-re-te-u-ti-no	1	1
ke-po-da	1	1
me-ka-o	1	1
wa-re-u-ka-ra	1	1
ke-i-jo	1	1
e-ro2-ne	1	1
a-o-ze-jo	1	1
e-wi-ku-wo-te	1	1
me-sa-po	1	1
qo-ro-mu-ro	1	1
a2-ki-ra	1	1
ri-sa-pi	1	1
e-ke-de-mi	1	1
a2-ku-mi-jo	1	1
pa-ka-a-ka-ri	1	1
a2-ke-wo-a-ki-ri	1	1
no-ka-ra-o-re	1	1
ri-so-we-ja	1	1
a-pi-ke-ne-a	1	1
pi-ka-na	1	1
ru-ke-wo-wo-wi-ja	1	1
de-we-ro-a3-ko-ra-i-ja	1	1
o-o-pe-ro-si	1	1
u-ka-jo	1	1
pu2-ra2-a-ke-re-u	1	1
ke-i-ja-ka-ra-na	1	1
di-wi-ja-ta	1	1
ko-ri	1	1
u-re	1	1
e-re-e-u	1	1
a-ro-je-u	1	1
e-re-u-te	1	1
e-re-u	1	1
e-ra-te-i-jo	1	1
du-ma-ti	1	1
o-de-qa-a2	1	1
pe-ra-a-ko-ra-i-jo	1	1
ra-u-ra-ti-ja	1	1
te-mi-ti-ja	1	1
re-u-ka-so	1	1
pe-ra-ko-ra-i-ja	1	1
a-pi-ka-ra-do-jo	1	1
o-de-ka-sa-to	1	1
si-ma-ko	1	1
ru-ko	1	1
ka-wa-ra	1	1
se-ri-no-wo	1	1
po-qa-te-u	1	1
a-o-ri-me-ne	1	1
e-da-e-u	1	1
po-ti-ni-ja-wi-jo	1	1
ki-nu-ra	1	1
ke-i-ja	1	1
a-te-ra-wo	1	1
wo-ro-qo-ta	1	1
te-ra-u-re-o	1	1
a-ku-ro	1	1
ke-ro-ke-re-we-o	1	1
ku-pa-ri-se-ja	1	1
te-tu-ko-wo-a2	1	1
se-we-ri-ko-jo	1	1
tu-ri-si-jo-jo	1	1
e-ke-i-jo-jo	1	1
a-sa-ma-to	1	1
wo-ro-ko-jo	1	1
wa-de-o	1	1
a-pa-si-jo-jo	1	1
pe-qe-ro-jo	1	1
e-te-wa-jo-jo	1	1
mo-qo-so-jo	1	1
ta-na-wa	1	1
no-pe-re-e	1	1
po-ru-we-wo	1	1
a-te-wo-jo	1	1
ke-ra-e	1	1
e-ti-ra-wo-jo	1	1
a-re-to-to	1	1
te-mi-de-we-te	1	1
e-pi-wo-qa-ta-o	1	1
to-ra-ke	1	1
wo-ke	1	1
ke-re-a2	1	1
ti-ri-po-de	1	1
a3-ke-u	1	1
po-de	1	1
o-wo-we	1	1
qe-to	1	1
di-pa-e	1	1
ti-ri-o-we-e	1	1
ti-ri-jo-we	1	1
a-no-we	1	1
we-a-re-ja	1	1
ku-wa-no-qe	1	1
me-no-e-ja	1	1
qe-qi-no-to	1	1
ko-ru-pi-qe	1	1
pe-za	1	1
po-pi	1	1
e-ka-ma-te-qe	1	1
qe-qi-no-to-qe	1	1
ku-te-ta-jo	1	1
ku-ru-sa-pi	1	1
o-ni-ti-ja-pi	1	1
ta-ra-nu-qe	1	1
se-re-mo-ka-ra-o-re	1	1
a-di-ri-ja-te-qe	1	1
po-ti-pi-qe	1	1
ku-te-so	1	1
se-re-mo-ka-ra-a-pi	1	1
a-di-ri-ja-pi-qe	1	1
re-wo-pi-qe	1	1
pi-je-ra3	1	1
to-qi-de-ja	1	1
pa-ko-to	1	1
a-pe-te-me-ne	1	1
po-ro-e-ke-te-ri-ja	1	1
ko-te-ri-ja	1	1
au-te	1	1
pu-ra-u-to-ro	1	1
qa-ra-to-ro	1	1
i-to-we-sa	1	1
so-we-ne-ja	1	1
o-pi-ke-wi-ri-je-u	1	1
pu2-ke-qi-ri	1	1
te-ke	1	1
a-mo-te-wi-ja	1	1
ko-ro-no-we-sa	1	1
ku-na-ja	1	1
to-qi-de-we-sa	1	1
e-re-pa-te-jo-qe	1	1
pi-ti-ro2-we-sa	1	1
we-pe-za	1	1
we-a2-re-jo	1	1
se-re-mo-ka-ra-o-re-qe	1	1
ku-wa-ni-jo-qe	1	1
ku-ru-sa-pi-qe	1	1
to-pe-zo	1	1
mi-ra2	1	1
pu-ko-so	1	1
e-ne-wo-pe-zo	1	1
to-qi-de-jo	1	1
pa-ra-ku-we	1	1
pa-sa-ro	1	1
to-ni-jo	1	1
qi-si-pe-e	1	1
ka-ru-we-qe	1	1
a-to-ro-qo	1	1
i-qo-qe	1	1
po-ru-po-de-qe	1	1
po-ni-ke-qe	1	1
ka-ra-a-pi	1	1
re-wo-te-jo	1	1
po-ro-wi-to-jo	1	1
ma-na-sa	1	1
po-si-da-e-ja	1	1
ti-ri-se-ro-e	1	1
do-po-ta	1	1
po-si-da-i-jo	1	1
a-ke-qe	1	1
qo-wi-ja	1	1
i-pe-me-de-ja-qe	1	1
di-u-ja-jo-qe	1	1
pe-re-po-re-na-qe	1	1
a-re-ja	1	1
di-u-jo	1	1
i-je-we	1	1
a-te-re-e-te-jo	1	1
re-wo-te-re-jo	1	1
u-do-ro	1	1
pi-a2-ra	1	1
a-te-we	1	1
po-ka-ta-ma	1	1
ke-do-jo	1	1
e-qa-na-qe	1	1
te-u-ke-pi	1	1
di-pte-ra3	1	1
ro-u-si-je-wi-ja	1	1
ra-pte-ri-ja	1	1
a-na-pu-ke	1	1
po-qe-wi-ja	1	1
e-ra-pi-ja	1	1
ra-ma-o	1	1
e-ra-ti-ja-o	1	1
pe-ru-si-nwa-o	1	1
me-ti-ja-no	1	1
to-pa	1	1
ru-de-a2	1	1
a-re-se-si	1	1
pe-di-ra	1	1
we-ru-ma-ta	1	1
ze-u-ke-si	1	1
pe-di-ro	1	1
e-ma-ta	1	1
e-pi-u-ru-te-we	1	1
a-pe-i-ja	1	1
we-re-ne-ja	1	1
a3-za	1	1
pe-di-ro-i	1	1
mu-jo-me-no	1	1
a-pi-e-ke	1	1
o-pi-te-ke-e-u	1	1
po-de-da-o-ne	1	1
me-za-wo-ni	1	1
e-ke-ra-ne	1	1
tu-wo	1	1
te-qi-jo-ne	1	1
a-ti-mi-te	1	1
da-ko-ro-i	1	1
a-ka-wo-ne	1	1
o-do-ke	1	1
tu-we-ta	1	1
a-re-pa-zo-o	1	1
tu-we-a	1	1
a-re-pa-te	1	1
ze-so-me	1	1
ze-so-me-no	1	1
po-re-no-zo-te-ri-ja	1	1
te-ri-ja	1	1
ra-ka	1	1
ku-ro-ro2	1	1
a-pi-qo-o	1	1
o-to-wo-o	1	1
sa-ra-pe-da	1	1
po-se-da-o-ni	1	1
o-wi-de-ta-i	1	1
e-ke-ra2-wo	1	1
a-re-ro	1	1
me-re-u-ro	1	1
prior	1	1
a3-ka-na-jo	1	1
wo-no-qe-we	1	1
a-ke-re-we	1	1
te-so-qe	1	1
a2-zo-qi-jo	1	1
e-ri-ka-we-e	1	1
re-u-ko-to	1	1
a-ro-ka	1	1
e-u-ka-no	1	1
a2-to	1	1
to-sa-ka-pa-ra	1	1
ta-qe	1	1
a3-te	1	1
to-o	1	1
o-pa-ro-ze	1	1
ti-se	1	1
we-a2-no	1	1
e-we	1	1
a3-sa	1	1
ki-ri-te-wi-ja-pi	1	1
ke-ra-e-we	1	1
ka-tu-re-wi-ja	1	1
a-ke-re-wi-ja	1	1
a-po-te-ro-te	1	1
a-mo-i-je-to	1	1
pe-re-ku-wa-na-ka	1	1
e-ti-wa-jo	1	1
ma-to	1	1
qe-qi-no-me-no	1	1
ro-i-ko	1	1
ka-zo-e	1	1
e-ke-i-ja	1	1
pe-di-je-wi-ja	1	1
o-di-do-si	1	1
du-ru-to-mo	1	1
a-mo-te-jo-na-de	1	1
o-a2	1	1
e-pi-de-da-to	1	1
me-ta-pa-de	1	1
pe-to-no-de	1	1
a-pu2-de	1	1
a-ke-re-wa-de	1	1
e-ra-to-de	1	1
ka-ra-do-ro-de	1	1
e-ru-mi-ni-ja	1	1
pi-ri-ja-o	1	1
qe-re-ti-ri-jo	1	1
me-ta-se-we	1	1
a-ro-wo	1	1
ki-wo-qe	1	1
ki-ka-ne-wi-jo-de	1	1
e-re-wi-jo-po-ti-ni-ja	1	1
o-ze-to	1	1
a-ke-a2	1	1
pe-ri-te	1	1
e-ru-si-jo	1	1
a3-ki-e-we	1	1
wa-do-me-no	1	1
sa-ri-no-te	1	1
a-ta-no-re	1	1
e-ri-we-ro	1	1
wi-sa-to	1	1
e-u-qo-ne	1	1
a-ke-ra2-te	1	1
e-ke-ri-jo-na	1	1
da-je-we	1	1
sa-nu-we	1	1
wi-ri-ke-ja	1	1
o-to-wo-we-i	1	1
te-do-ne-ja	1	1
e-ti-je-ja	1	1
ne-ka-ta-ta	1	1
ta-zo-te-ja	1	1
ka-pa-si-ja	1	1
re-u-ka-ta-ra-ja	1	1
ma-so-ni-jo	1	1
ra-i-jo	1	1
ko-jo	1	1
qe-te-re-u	1	1
ta-ra-pe-se	1	1
wa-tu-o	1	1
a-wa-ne-u	1	1
o-ro-do-ko	1	1
a-mi-ja	1	1
u-re-u	1	1
ko-ni-ti-ja-ja	1	1
me-ti-ja-no-ro	1	1
ka-e-sa-me-no-jo	1	1
e-to-mo-jo	1	1
de-ki-si-wo-jo	1	1
pi-ri-ta	1	1
a-ta-o-jo	1	1
pi-ro-pa-ta-ra	1	1
qa-ko-jo	1	1
ma-ra-me-na	1	1
a-wa-ra-ka-na-o	1	1
pa-ma-ko	1	1
wo-to-mo	1	1
a-wa-ra-ka-na	1	1
e-pi-ka	1	1
e-ke-ja	1	1
to-ka-te-ri-ja	1	1
ki-wa-ro	1	1
me-ni-jo	1	1
do-si-mi-jo-qe	1	1
o-wi-de-ta	1	1
wi-to-te	1	1
re-ke	1	1
a-ri	1	1
ka-ra-ni-jo	1	1
de-mi-ni-jo	1	1
pe-re-i-to	1	1
pa-ki-ja-ne	1	1
di-da-ma-o	1	1
e-pe	1	1
ra-na-i	1	1
ra-te-o	1	1
pe-se-wi-ja	1	1
to-so-o	1	1
e-ni	1	1
i-pe-ne-o	1	1
ra-ja-mo	1	1
we-jo	1	1
pe-o	1	1
ka-ni	1	1
ti-wo	1	1
qo-wi-ro	1	1
po-te-we	1	1
ku-na-ki-si	1	1
e-re-u-te-ri	1	1
wi-ri-ne-u	1	1
ka-zo-de	1	1
si-to-ko	1	1
ro-no-de	1	1
po-to-a2-ja-de	1	1
te-re-ja-de	1	1
o-pi-ja-ro	1	1
ke-re-u-so	1	1
te-u-ke-i-jo	1	1
ta-me-je-u	1	1
sa-nwa-ta	1	1
a-re-pe-se-u	1	1
ru-ra-ta-e	1	1
o-ni-si	1	1
tu-wo-te-to	1	1
o-je-ke-te-to	1	1
re-wa-ko	1	1
ku-si	1	1
ka-ra-wi-ja	1	1
we-ro-te	1	1
ra-wi-to	1	1
o-to-ro-no	1	1
o-ko-we-i	1	1
do-ro-jo	1	1
o-u-wa-ja-wo-ni	1	1
ro-za	1	1
o-ti-ri-ja-i	1	1
to-po-wo	1	1
ra-qe-te	1	1
e-pi-qo-i	1	1
de-qo-no	1	1
e-pi-do-ro-mo	1	1
ra-ke-mi-ni-jo	1	1
pe-ra-ko	1	1
me-to-re-i	1	1
te-qa-i	1	1
e-u-te-re-u	1	1
ku-te-we-so	1	1
ko-ro-qe	1	1
we-na-ko-jo	1	1
to-so-wo	1	1
di-wi-ja-me-ro	1	1
na-ne-mo	1	1
mo-ne-we	1	1
pu2-ke-qi-ri-ne	1	1
i-si-wi-jo-i	1	1
e-mi-jo-no-i	1	1
ke-wa-to	1	1
te-ri-a2	1	1
wo-ko	1	1
a-ko-ro-da-mo	1	1
ta-si	1	1
ke-re-na-i	1	1
te-qa-jo-i	1	1
u-re-we	1	1
a-ra-ki-to	1	1
to-pa-po-ro-i	1	1
to-po-ne	1	1
ma-ri-ne-we-ja-i	1	1
a3-ki-a2-ri-ja	1	1
a-ma-ru-to-de	1	1
pa-pa-ra-ki	1	1
su-me-ra-we-jo	1	1
po-re-si	1	1
a-ka-i-je-ja	1	1
du-qo-te-ja	1	1
pu2-ke-qi-ri-ne-ja	1	1
pi-ro-pe-se-wa	1	1
ke-o-te-ja	1	1
o-pe-to	1	1
pe-to-no-qa	1	1
qi-wo	1	1
ko-ma-we-te-ja	1	1
a-ki-a2-ri-ja-de	1	1
no-ri-wo-ki-de	1	1
wo-ko-de	1	1
qa-ra2-to-de	1	1
a-re-i-ze-we-i	1	1
ra-mo-de	1	1
u-de	1	1
ne-e-to	1	1
o-nu-ke-wi	1	1
pe-pi-te-me	1	1
au-to-te-qa-jo	1	1
ta-wo-no	1	1
pe-ta-o-ni-jo	1	1
ta-i-da	1	1
to-ma	1	1
te-ra-a2	1	1
qa-si-re-wi	1	1
no-jo	1	1
wa-u-do-ta	1	1
e-u-te-we-jo	1	1
qa-so-pi	1	1
po-to-e	1	1
a2-jo	1	1
wo-to-we-ro	1	1
i-je-ra	1	1
pa-ra-wo	1	1
te-qa-jo	1	1
i-ri-ja	1	1
ka-ru-to	1	1
qe-ri-jo-jo	1	1
a-ma-ru-to	1	1
sa-me-we	1	1
ra-mi-jo	1	1
a2-pa-a2-de	1	1
pe-re-wi-jo	1	1
a-no-po-to	1	1
ra-wo-ta	1	1
wa-ta-o	1	1
a2-ta-o	1	1
me-to-re-ja-de	1	1
i-jo-qe	1	1
ka-ri-se-u-qe	1	1
e-u-po-ro-qe	1	1
au-ja-to	1	1
wa-a2-ta	1	1
de-u-ki-jo-qe	1	1
o-ri-ko	1	1
ri-wi-jo	1	1
do-qo-so	1	1
a-re-su-ti-jo	1	1
qa-ra-si-jo	1	1
to-ti-ja	1	1
we-i-we-sa	1	1
ko-ma-ta	1	1
na-ta-ra-ma	1	1
pu-ka-ro	1	1
o-ta-ki	1	1
ka-ra-u-ja	1	1
qo-we	1	1
jo-o-po-ro	1	1
pe-se-ro	1	1
ka-e-se-we	1	1
da-ra	1	1
pu-ke-o	1	1
e-ne-me-na	1	1
e-ru	1	1
ra-ke-da-no	1	1
no-ko	1	1
ke-e-pe	1	1
i-na-o-te	1	1
se-ri-no	1	1
ra-ke-da-no-re	1	1
pu-ke	1	1
pe-ro-ro	1	1
ka-da-mi-ja	1	1
ku-mi-na	1	1
ko-ri-ja-da-na	1	1
a-ke-re-u-te	1	1
ko-i-no	1	1
me-ta-je-wa	1	1
pu-i-re-wi	1	1
di-we-se-ja	1	1
a-qi-ti-ta	1	1
ku-po	1	1
pi-we-ri-di	1	1
a-qi	1	1
to-te-we-ja-se-we	1	1
ko-ro-to	1	1
o-te-ra	1	1
tu-ka-te-re	1	1
i-ta-da-wa	1	1
te-pa-i	1	1
re-ka-sa	1	1
a-ti-ke-ne-ja	1	1
wo-ro-ne-ja	1	1
pa-we-si	1	1
o-ta-pa-ro-te-wa-ro	1	1
ti-tu-so	1	1
qo-zo	1	1
pe-ra-ko-no	1	1
a-ke-ti-ri	1	1
i-te-we-ri-di	1	1
ku-ka	1	1
ka-ke-wi	1	1
pa-se-ri-jo	1	1
za-ku-si-jo	1	1
a-pi-do-ra	1	1
ke-ra-me-wi	1	1
o-pe-ra-no-re	1	1
e-we-pe-se-so-me-na	1	1
au-te-ra	1	1
qa-da-wa-so	1	1
qi-no	1	1
a-pi-je	1	1
si-to-po-ti-ni-ja	1	1
po-ro-po-i	1	1
do-ke-ko-o-ke-ne	1	1
po-po-i	1	1
ku-wa-no-wo-ko-i	1	1
ka-ra-te-ra	1	1
po-ro-ko-wo	1	1
a-ta-ra	1	1
ka-ra-ti-ri-jo	1	1
o-ku-su-wa-si	1	1
jo-po-ro-te-ke	1	1
ko-ra	1	1
o-pe-ra-no-ro	1	1
tu-me-ne-wo	1	1
a-re-ka-sa-da-ra-ka	1	1
ri-su-ra	1	1
qo-ta-qe	1	1
e-ri-tu-pi-na	1	1
o-to-wo-wi-je	1	1
pi-ro-wo-na	1	1
ke-ti-de-qe	1	1
ma-ta-qe	1	1
qa-ra-we-ta	1	1
a-ta-ra-qe	1	1
e-ku-se-we-qe	1	1
ta-na	1	1
po-ro-te-ra	1	1
o-u-te-ra	1	1
ze-ta	1	1
ra-to-po-ro	1	1
e-wo-ro-qe	1	1
to-sa-pe-mo	1	1
di-ko-na-re-ja	1	1
wa-si-jo	1	1
wa-ti-jo	1	1
ro-zo	1	1
pa-zo-jo	1	1
me-ka-ro-de	1	1
da-pu2-ra-zo	1	1
de-so	1	1
ze-ta-ro	1	1
ma-re-wa	1	1
e-ko-ja	1	1
pi-ra-ki	1	1
pi-ka	1	1
ra-u-ko	1	1
ka-u-no	1	1
a-do-we	1	1
a-re-zo-me-ne	1	1
ka-ma-ti-jo-jo	1	1
a-re-me-ne	1	1
re-u-ko-jo	1	1
ni-jo-jo	1	1
a-ta-ma-no-we	1	1
a-ma-ti	1	1
no-di-zo	1	1
du-ne-u	1	1
e-qe-qi	1	1
wi-ti-mi-ja	1	1
tu-we-a2	1	1
ri-za	1	1
ra-tu-ko	1	1
ko-wo-a	1	1
sa-wa-ti	1	1
pa-ti-jo-ro	1	1
wa-ra-qi-si-ro	1	1
