word	count	series	sites
ka-ra-*82	1	PY Jn	PY
ma-na-si-we-ko	1	PY Jn	PY
ma-wa-si-jo	1	PY Jn	PY
ro-no	1	PY Jn	PY
i-ta-ra-jo	1	PY Jn	PY
wi-ja-te-wo	1	PY Jn	PY
no-e-u	1	PY Jn	PY
e-pe-ke-u	1	PY Jn	PY
pu-te-u	1	PY Jn	PY
ko-ne-wa-ta	1	PY Jn	PY
qe-to-ro-no	1	PY Jn	PY
a-pe-ke-e	1	PY Jn	PY
ko-za-ro	1	PY Jn	PY
a-ke-wa-ta	1	PY Jn	PY
sa-ka-re-u	1	PY Jn	PY
ko-ta-wo	1	PY Jn	PY
da-u-ta-ro	1	PY Jn	PY
ra-si-jo	1	PY Jn	PY
du-ko-so	1	PY Jn	PY
e-u-wa-ko-ro	1	PY Jn	PY
wa-ti-ro	1	PY Jn	PY
to-sa-no-jo	1	PY Jn	PY
a-mu-ta-wo-no	1	PY Jn	PY
ko-ro-tu-no	1	PY Jn	PY
ra-wo-ke-ta	1	PY Jn	PY
a2-ro	1	PY Jn	PY
o-qa	1	PY Jn	PY
po-to-re-ma-ta	1	PY Jn	PY
wa-pa-no	1	PY Jn	PY
mo-da	1	PY Jn	PY
ti-na-jo	1	PY Jn	PY
i-pe-ra-ta	1	PY Jn	PY
a-pi-no-e-wi	1	PY Jn	PY
to-ri-jo	1	PY Jn	PY
pu-ra-ta	1	PY Jn	PY
wi-ti-mi-jo	1	PY Jn	PY
a3-ki-e-wo	1	PY Jn	PY
mi-ka-ri-jo-jo	1	PY Jn	PY
pu-ra-ta-o	1	PY Jn	PY
e-ni-pa-te-we	1	PY Jn	PY
ma-ka-wo	1	PY Jn	PY
pi-ro-ne-ta	1	PY Jn	PY
wa-ka-ta	1	PY Jn	PY
wo-wi-ja-ta	1	PY Jn	PY
po-ru-e-ro	1	PY Jn	PY
po-ti-na-jo	1	PY Jn	PY
e-u-wa-re	1	PY Jn	PY
o-ke-te-u	1	PY Jn	PY
a-me-to	1	PY Jn	PY
ta-re-u	1	PY Jn	PY
ta-na-wo	1	PY Jn	PY
pe-ri-no	1	PY Jn	PY
a-no-me-de	1	PY Jn	PY
qi-si-ja-ko	1	PY Jn	PY
mu-to-na	1	PY Jn	PY
ma-ra-si-jo	1	PY Jn	PY
ka-ri-si-jo	1	PY Jn	PY
ko-a2-ta	1	PY Jn	PY
ko-do-ro	1	PY Jn	PY
te-pe	1	PY Jn	PY
e-ka-no	1	PY Jn	PY
pe-re-qo-no	1	PY Jn	PY
ma-ka-ta	1	PY Jn	PY
wi-jo-ro-jo	1	PY Jn	PY
wa-tu-ta	1	PY Jn	PY
o-wo-ta	1	PY Jn	PY
o-ru-we-ro	1	PY Jn	PY
ko-ma-do-ro	1	PY Jn	PY
po-so-ra-ko	1	PY Jn	PY
wa-ti-ko-ro	1	PY Jn	PY
i-*65-qe	1	PY Jn	PY
e-ru-ta-jo	1	PY Jn	PY
e-u-ko-me-no	1	PY Jn	PY
di-nu-wa-ta	1	PY Jn	PY
wa-du-ri-jo	1	PY Jn	PY
o-wi-da	1	PY Jn	PY
pa-ra-ke-te-e-we	1	PY Jn	PY
ro-wo	1	PY Jn	PY
e-u-ka-ro	1	PY Jn	PY
ma-ra-ta	1	PY Jn	PY
a-no-ta	1	PY Jn	PY
si-ra-ta	1	PY Jn	PY
ka-ra-u-ro	1	PY Jn	PY
ra-wo-qo-ta	1	PY Jn	PY
e-u-we-to	1	PY Jn	PY
e-ke-i-ja-ta	1	PY Jn	PY
wo-wa-ro	1	PY Jn	PY
du-wo-jo	1	PY Jn	PY
di-ra-wo-no	1	PY Jn	PY
e-u-we-to-ro	1	PY Jn	PY
jo-do-so-si	1	PY Jn	PY
du-ma-te-qe	1	PY Jn	PY
po-ro-ko-re-te-re-qe	1	PY Jn	PY
o-pi-su-ko-qe	1	PY Jn	PY
na-wi-jo	1	PY Jn	PY
pa-ta-jo-i-qe	1	PY Jn	PY
e-ke-si-qe	1	PY Jn	PY
a3-ka-sa-ma	1	PY Jn	PY
za-ma-e-wi-ja	1	PY Jn	PY
a-ke-te-re	1	PY Jn	PY
e-ke-ro	1	PY Jn	PY
si-mu-ta	1	PY Jn	PY
ra-u-ta	1	PY Jn	PY
ma-ri-ta	1	PY Jn	PY
pi-ro-ka-te	1	PY Jn	PY
me-ra-to	1	PY Jn	PY
a-ri-qa	1	PY Jn	PY
si-pa-ta-no	1	PY Jn	PY
a-no-ra-ta	1	PY Jn	PY
pu-wa-ne	1	PY Jn	PY
sa-ri-qo-ro	1	PY Jn	PY
pu-ke-se-ro	1	PY Jn	PY
re-qo-we	1	PY Jn	PY
qe-ta-ra-je-u	1	PY Jn	PY
du-re-u	1	PY Jn	PY
a-pa-je-u	1	PY Jn	PY
pa-pa-ra-ko	1	PY Jn	PY
ma-ta-ko	1	PY Jn	PY
ku-ke-re-u	1	PY Jn	PY
a-ti-ja-wo	1	PY Jn	PY
wa-ra-ko-no	1	PY Jn	PY
qe-re-me-ne-u	1	PY Jn	PY
o-pi-ko-wo	1	PY Jn	PY
o-pi-su-ko	1	PY Jn	PY
qa-te	1	PY Jn	PY
e-pi-ta-jo	1	PY Jn	PY
i-mo-ro-ne	1	PY Jn	PY
we-ke-i-jo	1	PY Jn	PY
ke-da-si	1	PY Jn	PY
e-pa-ta	1	PY Jn	PY
po-ro-ko-re	1	PY Jo	PY
ne-da-wa-ta	1	PY Jo	PY
pa-ki-ja-ni	1	PY Jo	PY
qo-wo	1	PY Jo	PY
e-ra-te-re-wa-o	1	PY Jo	PY
po-so-ri-jo	1	PY Jo	PY
a-ro-te	1	PY La	PY
wa-na-ka-to	1	PY La	PY
pa-ko-wa	1	PY La	PY
a-ro-ta	1	PY La	PY
pi-ku-e-wi	1	PY La	PY
pa-wo-ko	1	PY La	PY
mo-ro-ko-wo-wo-pi	1	PY La	PY
a3-ki-po-de	1	PY Mb	PY
ka-wa-ri	1	PY Mb	PY
ka-te	1	PY Mb	PY
u-ma	1	PY Mb	PY
se-we	1	PY Mb	PY
ja-ke-te-re	1	PY Mn	PY
me-wi-te-jo	1	PY Mn	PY
a-sa-ti-ja	1	PY Mn	PY
ko-ro-jo-wo-wi-ja	1	PY Mn	PY
sa-ri-nu-wo-te	1	PY Mn	PY
i-no	1	PY Mn	PY
a2-te-we	1	PY Mn	PY
ma-ne	1	PY Mn	PY
qe-re-me	1	PY Mn	PY
ma-ra-ne	1	PY Mn	PY
ro-u-si	1	PY Mn	PY
o-no-ka-ra	1	PY Mn	PY
ma-to-pu-ro	1	PY Mn	PY
da-nu-wa-a-ri	1	PY Mn	PY
ki-de	1	PY Na	PY
e-we-da-si	1	PY Na	PY
ka-ke-u-si	1	PY Na	PY
u-po-di-jo-no	1	PY Na	PY
e-ri-no-wo	1	PY Na	PY
ma-ra-te-we	1	PY Na	PY
a-pa-ri-ka-na-we-ja	1	PY Na	PY
ta-mi-ta-ma	1	PY Na	PY
u-te-ra	1	PY Na	PY
e-re-e-wo	1	PY Na	PY
qo-pi-ja	1	PY Na	PY
pi-ka-na	1	PY Na	PY
so-wo-te	1	PY Na	PY
ke-ke-me-no-jo	1	PY Na	PY
wa-te-u	1	PY Na	PY
pe-i	1	PY Na	PY
wo-no-qe-wa	1	PY Na	PY
to-ro-wa-so	1	PY Na	PY
e-ko-so-no	1	PY Na	PY
ko-ro-te-wi-jo	1	PY Na	PY
pa-ri-so	1	PY Na	PY
ke-ki-de	1	PY Na	PY
ki-ti-je-si	1	PY Na	PY
qo-ta-wo	1	PY Na	PY
a-sa-pi	1	PY Na	PY
e-u-ta-re-wo	1	PY Na	PY
sa-ma-ri-wa	1	PY Na	PY
ke-u-po-da	1	PY Na	PY
ra-i-pi	1	PY Na	PY
te-se-e	1	PY Na	PY
a3-wi-jo	1	PY Na	PY
ki-ti-to	1	PY Na	PY
qe-re-me-e	1	PY Na	PY
po-ru	1	PY Na	PY
ke-re-ti-wo	1	PY Na	PY
a-pa-ta	1	PY Na	PY
ke-po-da	1	PY Na	PY
me-ka-o	1	PY Na	PY
wa-re-u-ka-ra	1	PY Na	PY
ke-i-jo	1	PY Na	PY
a-o-ze-jo	1	PY Na	PY
e-wi-ku-wo-te	1	PY Na	PY
me-sa-po	1	PY Na	PY
qo-ro-mu-ro	1	PY Na	PY
a2-ki-ra	1	PY Na	PY
ko-tu-we	1	PY Na	PY
ri-sa-pi	1	PY Na	PY
e-ke-de-mi	1	PY Na	PY
a2-ku-mi-jo	1	PY Na	PY
pa-ka-a-ka-ri	1	PY Na	PY
a-pi-te-wa	1	PY Na	PY
no-ka-ra-o-re	1	PY Na	PY
ru-ke-wo-wo-wi-ja	1	PY Na	PY
sa-ri-nu	1	PY Na	PY
o-o-pe-ro-si	1	PY Nn	PY
u-ka-jo	1	PY Nn	PY
ke-i-ja-ka-ra-na	1	PY Nn	PY
di-wi-ja-ta	1	PY Nn	PY
u-re	1	PY Nn	PY
a-mo-ke-re	1	PY Nn	PY
e-re-e-u	1	PY Nn	PY
a-ro-je-u	1	PY Nn	PY
e-ra-te-i-jo	1	PY On	PY
du-ma-ti	1	PY On	PY
o-de-qa-a2	1	PY On	PY
pe-ra-a-ko-ra-i-jo	1	PY On	PY
ra-u-ra-ti-ja	1	PY On	PY
te-mi-ti-ja	1	PY On	PY
re-u-ka-so	1	PY Pa	PY
pe-ra-ko-ra-i-ja	1	PY Pa	PY
a-pi-ka-ra-do-jo	1	PY Pa	PY
o-de-ka-sa-to	1	PY Pn	PY
si-ma-ko	1	PY Pn	PY
ru-ko	1	PY Pn	PY
ka-wa-ra	1	PY Qa	PY
pu-ti-ja	1	PY Qa	PY
po-qa-te-u	1	PY Qa	PY
a-o-ri-me-ne	1	PY Qa	PY
e-da-e-u	1	PY Qa	PY
ka-e-se-u	1	PY Qa	PY
po-ti-ni-ja-wi-jo	1	PY Qa	PY
je-re-ja	1	PY Qa	PY
ki-nu-ra	1	PY Qa	PY
ke-i-ja	1	PY Qa	PY
a-te-ra-wo	1	PY Qa	PY
wo-ro-qo-ta	1	PY Qa	PY
to-ra-ke	1	PY Sh	PY
ku-wa-no-qe	1	PY Ta	PY
ku-te-ta-jo	1	PY Ta	PY
ku-ru-sa-pi	1	PY Ta	PY
o-ni-ti-ja-pi	1	PY Ta	PY
ta-ra-nu-qe	1	PY Ta	PY
se-re-mo-ka-ra-o-re	1	PY Ta	PY
a-di-ri-ja-te-qe	1	PY Ta	PY
po-ti-pi-qe	1	PY Ta	PY
ku-te-so	1	PY Ta	PY
se-re-mo-ka-ra-a-pi	1	PY Ta	PY
a-di-ri-ja-pi-qe	1	PY Ta	PY
re-wo-pi-qe	1	PY Ta	PY
to-qi-de-ja	1	PY Ta	PY
pa-ko-to	1	PY Ta	PY
a-pe-te-me-ne	1	PY Ta	PY
po-ro-e-ke-te-ri-ja	1	PY Ta	PY
ko-te-ri-ja	1	PY Ta	PY
au-te	1	PY Ta	PY
pu-ra-u-to-ro	1	PY Ta	PY
qa-ra-to-ro	1	PY Ta	PY
i-to-we-sa	1	PY Ta	PY
so-we-ne-ja	1	PY Ta	PY
*34-ke-u	1	PY Ta	PY
o-pi-ke-wi-ri-je-u	1	PY Ta	PY
e-re-pa-te-jo-qe	1	PY Ta	PY
we-pe-za	1	PY Ta	PY
we-a2-re-jo	1	PY Ta	PY
se-re-mo-ka-ra-o-re-qe	1	PY Ta	PY
ku-wa-ni-jo-qe	1	PY Ta	PY
ku-ru-sa-pi-qe	1	PY Ta	PY
pu-ko-so	1	PY Ta	PY
e-ne-wo-pe-zo	1	PY Ta	PY
to-qi-de-jo	1	PY Ta	PY
pa-ra-ku-we	1	PY Ta	PY
qi-si-pe-e	1	PY Ta	PY
ka-ru-we-qe	1	PY Ta	PY
a-to-ro-qo	1	PY Ta	PY
i-qo-qe	1	PY Ta	PY
po-ru-po-de-qe	1	PY Ta	PY
po-ni-ke-qe	1	PY Ta	PY
ka-ra-a-pi	1	PY Ta	PY
re-wo-te-jo	1	PY Ta	PY
po-ro-wi-to-jo	1	PY Tn	PY
ma-na-sa	1	PY Tn	PY
po-si-da-e-ja	1	PY Tn	PY
ti-ri-se-ro-e	1	PY Tn	PY
do-po-ta	1	PY Tn	PY
po-si-da-i-jo	1	PY Tn	PY
a-ke-qe	1	PY Tn	PY
qo-wi-ja	1	PY Tn	PY
i-pe-me-de-ja-qe	1	PY Tn	PY
di-u-ja-jo-qe	1	PY Tn	PY
pe-re-po-re-na-qe	1	PY Tn	PY
a-re-ja	1	PY Tn	PY
di-u-jo	1	PY Tn	PY
di-ri-mi-jo	1	PY Tn	PY
i-je-we	1	PY Tn	PY
a-te-re-e-te-jo	1	PY Tn	PY
re-wo-te-re-jo	1	PY Tn	PY
u-do-ro	1	PY Tn	PY
pi-a2-ra	1	PY Tn	PY
a-te-we	1	PY Tn	PY
po-ka-ta-ma	1	PY Tn	PY
ku-wa-no-qa	1	PY Ta	PY
pa-ra-ke-we	1	PY Ta	PY
*85-de-pi	1	PY Ta	PY
*85-ke-wa	1	PY Ta	PY
qa-si-pe-e	1	PY Ta	PY
ke-do-jo	1	PY Ua	PY
te-u-ke-pi	1	PY Ub	PY
ro-u-si-je-wi-ja	1	PY Ub	PY
a-na-pu-ke	1	PY Ub	PY
po-qe-wi-ja	1	PY Ub	PY
e-ra-pi-ja	1	PY Ub	PY
ra-ma-o	1	PY Ub	PY
e-ra-ti-ja-o	1	PY Ub	PY
o-pi-de-so-mo	1	PY Ub	PY
ka-ne-ja	1	PY Ub	PY
wo-ro-ma-ta	1	PY Ub	PY
me-ti-ja-no	1	PY Ub	PY
to-pa	1	PY Ub	PY
ru-de-a2	1	PY Ub	PY
a-re-se-si	1	PY Ub	PY
pe-di-ra	1	PY Ub	PY
we-ru-ma-ta	1	PY Ub	PY
ze-u-ke-si	1	PY Ub	PY
pe-di-ro	1	PY Ub	PY
e-ma-ta	1	PY Ub	PY
e-pi-u-ru-te-we	1	PY Ub	PY
a-pe-i-ja	1	PY Ub	PY
we-re-ne-ja	1	PY Ub	PY
a3-za	1	PY Ub	PY
pe-di-ro-i	1	PY Ub	PY
mu-jo-me-no	1	PY Un	PY
a-pi-e-ke	1	PY Un	PY
o-pi-te-ke-e-u	1	PY Un	PY
ra-wi-po-ro	1	PY Un	PY
me-za-wo-ni	1	PY Un	PY
e-ke-ra-ne	1	PY Un	PY
tu-wo	1	PY Un	PY
te-qi-jo-ne	1	PY Un	PY
a-ti-mi-te	1	PY Un	PY
da-ko-ro-i	1	PY Un	PY
a-ka-wo-ne	1	PY Un	PY
o-do-ke	1	PY Un	PY
tu-we-ta	1	PY Un	PY
a-re-pa-zo-o	1	PY Un	PY
tu-we-a	1	PY Un	PY
a-re-pa-te	1	PY Un	PY
ze-so-me	1	PY Un	PY
ze-so-me-no	1	PY Un	PY
ko-ri-a2-da-na	1	PY Un	PY
po-re-no-zo-te-ri-ja	1	PY Un	PY
te-ri-ja	1	PY Un	PY
ra-ka	1	PY Un	PY
sa-ra-pe-da	1	PY Un	PY
po-se-da-o-ni	1	PY Un	PY
o-wi-de-ta-i	1	PY Un	PY
a-re-ro	1	PY Un	PY
me-re-u-ro	1	PY Un	PY
a3-ka-na-jo	1	PY Un	PY
wo-no-qe-we	1	PY Un	PY
a-ke-re-we	1	PY Un	PY
te-so-qe	1	PY Un	PY
a2-zo-qi-jo	1	PY Un	PY
a-wa-ra-ka-na-o	1	PY Un	PY
pa-ma-ko	1	PY Un	PY
wo-to-mo	1	PY Un	PY
a-wa-ra-ka-na	1	PY Un	PY
e-ri-ka-we-e	1	PY Un	PY
re-u-ko-to	1	PY Un	PY
e-u-ka-no	1	PY Un	PY
a2-to	1	PY Un	PY
to-sa-ka-pa-ra	1	PY Un	PY
ta-qe	1	PY Un	PY
a3-te	1	PY Un	PY
to-o	1	PY Un	PY
o-pa-ro-ze	1	PY Un	PY
ti-se	1	PY Un	PY
we-a2-no	1	PY Un	PY
e-we	1	PY Un	PY
na-ka-te	1	PY Un	PY
a3-sa	1	PY Un	PY
ki-ri-te-wi-ja-pi	1	PY Un	PY
ke-ra-e-we	1	PY Un	PY
ka-tu-re-wi-ja	1	PY Un	PY
a-ke-re-wi-ja	1	PY Un	PY
re-ku-wa-na-ka	1	PY Va	PY
a-po-te-ro-te	1	PY Va	PY
pe-re-ku-wa-na-ka	1	PY Va	PY
ro-i-ko	1	PY Va	PY
ka-zo-e	1	PY Va	PY
e-ke-i-ja	1	PY Va	PY
pe-di-je-wi-ja	1	PY Va	PY
sa-pi	1	PY Vn	PY
o-a2	1	PY Vn	PY
e-pi-de-da-to	1	PY Vn	PY
pi-*82-de	1	PY Vn	PY
me-ta-pa-de	1	PY Vn	PY
pe-to-no-de	1	PY Vn	PY
a-ke-re-wa-de	1	PY Vn	PY
e-ra-to-de	1	PY Vn	PY
ka-ra-do-ro-de	1	PY Vn	PY
e-ru-mi-ni-ja	1	PY Vn	PY
pi-ri-ja-o	1	PY Vn	PY
qe-re-ti-ri-jo	1	PY Vn	PY
me-ta-se-we	1	PY Vn	PY
a-ro-wo	1	PY Vn	PY
e-pi-*65-ko	1	PY Vn	PY
ki-wo-qe	1	PY Vn	PY
ki-ka-ne	1	PY Vn	PY
wi-jo-de	1	PY Vn	PY
e-re-wi-jo-po-ti-ni-ja	1	PY Vn	PY
o-ze-to	1	PY Vn	PY
*34-to-pi	1	PY Vn	PY
a-ke-a2	1	PY Vn	PY
pe-ri-te	1	PY Vn	PY
e-ru-si-jo	1	PY Vn	PY
a3-ki-e-we	1	PY Vn	PY
wa-do-me-no	1	PY Vn	PY
sa-ri-no-te	1	PY Vn	PY
a-ta-no-re	1	PY Vn	PY
e-ri-we-ro	1	PY Vn	PY
wi-sa-to	1	PY Vn	PY
u-so	1	PY Vn	PY
e-u-qo-ne	1	PY Vn	PY
ta-pa-qe	1	PY Vn	PY
e-ke-ri-jo-na	1	PY Vn	PY
sa-nu-we	1	PY Vn	PY
wi-ri-ke-ja	1	PY Vn	PY
o-to-wo-we-i	1	PY Vn	PY
te-do-ne-ja	1	PY Vn	PY
e-ti-je-ja	1	PY Vn	PY
ne-ka-ta-ta	1	PY Vn	PY
ta-zo-te-ja	1	PY Vn	PY
ka-pa-si-ja	1	PY Vn	PY
re-u-ka-ta-ra-ja	1	PY Vn	PY
qi-ri-jo-ne	1	PY Vn	PY
ma-so-ni-jo	1	PY Vn	PY
ra-i-jo	1	PY Vn	PY
qe-te-re-u	1	PY Vn	PY
ta-ra-pe-se	1	PY Vn	PY
wa-tu-o	1	PY Vn	PY
a-wa-ne-u	1	PY Vn	PY
o-ro-do-ko	1	PY Vn	PY
a-mi-ja	1	PY Vn	PY
u-re-u	1	PY Vn	PY
ko-ni-ti-ja-ja	1	PY Vn	PY
me-ti-ja-no-ro	1	PY Vn	PY
ka-e-sa-me-no-jo	1	PY Vn	PY
a-*64-ja	1	PY Vn	PY
e-to-mo-jo	1	PY Vn	PY
de-ki-si-wo-jo	1	PY Vn	PY
pi-ri-ta	1	PY Vn	PY
a-ta-o-jo	1	PY Vn	PY
pi-ro-pa-ta-ra	1	PY Vn	PY
qa-ko-jo	1	PY Vn	PY
ma-ra-me-na	1	PY Vn	PY
e-ke-ja	1	PY Vn	PY
do-si-mi-jo-qe	1	PY Wa	PY
o-wi-de-ta	1	PY Wa	PY
wi-to-re-ta	1	PY Wa	PY
re-ke	1	PY Wa	PY
a-ri	1	PY Wa	PY
ka-ra-ni-jo	1	PY Wr	PY
de-mi-ni-jo	1	PY Wr	PY
pe-re-i-to	1	PY Wr	PY
mo-ta	1	PY Wa	PY
ze-i-ja-ka-ra-na	1	PY Xa	PY
di-wo-nu-so-jo	1	PY Xa	PY
pa-ki-ja-ne	1	PY Xa	PY
di-da-ma-o	1	PY Xa	PY
i-sa-ma	1	PY Xa	PY
ke-re-te-u-ti-no	1	PY Xa	PY
te-ro-a	1	PY Xa	PY
a-ro	1	PY Xa	PY
e-te-wa-jo	1	PY Xa	PY
qa-ne	1	PY Xa	PY
a-pi-ke-ne-a	1	PY Xa	PY
e-pe	1	PY Xa	PY
ro-si-ja	1	PY Xa	PY
na-me	1	PY Xa	PY
ra-na-i	1	PY Xa	PY
ra-te-o	1	PY Xa	PY
pe-se-wi-ja	1	PY Xa	PY
tu-ni-jo	1	PY Xa	PY
i-pe-ne-o	1	PY Xa	PY
ra-ja-mo	1	PY Xa	PY
de-u	1	PY Xa	PY
ko-jo	1	PY Xn	PY
ka-ni	1	PY Xn	PY
ko-te-ro	1	PY Xn	PY
ti-wo	1	PY Xn	PY
no-wo	1	PY Xn	PY
to-so-o	1	PY Xn	PY
e-ni	1	PY Xn	PY
ka-ra	1	PY Xn	PY
so-ne	1	PY Xn	PY
po-te-we	1	TH Av	TH
ku-na-ki-si	1	TH Av	TH
e-re-u-te-ri	1	TH Av	TH
wi-ri-ne-u	1	TH Av	TH
ma-di-je	1	TH Av	TH
ko-ru-we	1	TH Av	TH
ka-zo-de	1	TH Av	TH
si-to-ko	1	TH Av	TH
ro-na-de	1	TH Av	TH
po-to-a2-ja-de	1	TH Av	TH
te-re-ja-de	1	TH Av	TH
o-pi-ja-ro	1	TH Av	TH
ke-re-u-so	1	TH Av	TH
te-u-ke-i-jo	1	TH Av	TH
ta-me-je-u	1	TH Av	TH
ka-na-pe-we	1	TH Av	TH
a-re-pe-se-u	1	TH Av	TH
ru-ra-ta-e	1	TH Av	TH
tu-wo-te-to	1	TH Fq	TH
o-je-ke-te-to	1	TH Fq	TH
ka-wi-jo-*65	1	TH Fq	TH
ku-si	1	TH Fq	TH
te-qa-i	1	TH Ft	TH
e-u-te-re-u	1	TH Ft	TH
ku-te-we-so	1	TH Ft	TH
ko-da-mo	1	TH Ft	TH
de-ne-o	1	TH Ft	TH
ko-ro-qe	1	TH Ft	TH
te-de-ne-o	1	TH Ft	TH
a-me-ro	1	TH Gf	TH
we-na-ko-jo	1	TH Gf	TH
to-so-wo	1	TH Gp	TH
di-wi-ja-me-ro	1	TH Gp	TH
na-ne-mo	1	TH Gp	TH
mo-ne-we	1	TH Gp	TH
*56-ru	1	TH Gp	TH
i-si-wi-jo-i	1	TH Gp	TH
e-mi-jo-no-i	1	TH Gp	TH
to-jo	1	TH Gp	TH
ke-wa-to	1	TH Gp	TH
te-ri-a2	1	TH Gp	TH
wo-ko	1	TH Gp	TH
a-ko-ro-da-mo	1	TH Gp	TH
ta-si	1	TH Gp	TH
ke-re-na-i	1	TH Gp	TH
te-qa-jo-i	1	TH Gp	TH
u-re-we	1	TH Gp	TH
a-ra-ki-to	1	TH Gp	TH
to-pa-po-ro-i	1	TH Gp	TH
e-pe-to	1	TH Gp	TH
ko-ro-da-mo	1	TH Gp	TH
ke-da-mo-ni-jo-u-jo	1	TH Gp	TH
to-i	1	TH Gp	TH
to-po-ne	1	TH Lf	TH
a3-ki-a2-ri-ja	1	TH Of	TH
di-u-ja-wa-o	1	TH Of	TH
su-me-ra-we-jo	1	TH Of	TH
du-qo-te-ja	1	TH Of	TH
ke-o-te-ja	1	TH Of	TH
re-we-to	1	TH Of	TH
pe-to-no-qa	1	TH Of	TH
o-*34-ta-o	1	TH Of	TH
a-pi-qo-ro	1	TH Of	TH
ko-ma-we-te-ja	1	TH Of	TH
a-ki-a2-ri-ja-de	1	TH Of	TH
no-ri-wo-ki-de	1	TH Of	TH
wo-ko-de	1	TH Of	TH
o-nu-ke-wi	1	TH Oh	TH
o-*34-ta	1	TH Ug	TH
au-to-te-qa-jo	1	TH Ug	TH
ka-e-sa-me-no	1	TH Ug	TH
ta-wo-no	1	TH Ug	TH
pe-ta-o-ni-jo	1	TH Ug	TH
ta-i-da	1	TH Ug	TH
to-ma	1	TH Ug	TH
po-te	1	TH Ug	TH
e-u-te-we-jo	1	TH Up	TH
qa-so-pi	1	TH Up	TH
po-to-e	1	TH Up	TH
a2-jo	1	TH Up	TH
wo-to-we-ro	1	TH V	TH
i-je-ra	1	TH Wu	TH
*56-pu-so	1	TH Wu	TH
pa-ra-wo	1	TH Wu	TH
te-qa-jo	1	TH Wu	TH
i-ri-ja	1	TH Wu	TH
ka-ru-to	1	TH Wu	TH
qe-ri-jo-jo	1	TH Wu	TH
a-ma-ru-to	1	TH Wu	TH
sa-me-we	1	TH Wu	TH
ra-mi-jo	1	TH Wu	TH
a2-pa-a2-de	1	TH Wu	TH
wa-na-ke-te	1	TH X	TH
pe-re-wi-jo	1	TH X	TH
a-u-ja	1	TH X	TH
ra-wo-ta	1	TH X	TH
wa-ta-o	1	TH X	TH
a2-ta-o	1	TH X	TH
me-to-re-ja-de	1	TH X	TH
to-sa-pe-mo	1	TI Ef	TI
di-ko-na-re-ja	1	TI Ef	TI
wa-si-jo	1	TI X	TI
